Código,Cód. Emb.,Desc. Resumida,Descrição,Unidade Empresarial,Tipo,Ajuste Horário,Raio,Raio Advert.,Vel.,Grupo PC.,Dist. uso vel.,Código externo,Ativo,Pedágio,Rodoviária,Suspensão,Garagem,Online,Auxlilar,Seletivo,Ponto Vel.,Area Vel.,Direções,Latitude,Longitude,Chave,Data Cadastro,Data Alteração
274,260,GLU,RODOVIARIA DE GILBUES - PI,Kandango Parceiras,Ponto de Controle - 12,0,30,30,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.841887,-45.347140,0,2025-08-11 15:04:18,2025-09-18 08:08:23
276,262,GOH,RODOVIARIA DE GOIANINHA - RN,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.269933,-35.209692,0,2025-08-11 15:07:50,2025-09-18 08:10:04
275,261,GOI,RODOVIARIA DE GOIANA - PE,Kandango Parceiras,Ponto de Controle - 12,0,75,75,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.559759,-35.010551,0,2025-08-11 15:06:28,2025-09-18 08:12:01
2,1,GPBSB,GARAGEM MATRIZ BRASILIA - BSB,Kandango Parceiras,Ponto de Fechamento - 1,0,65,65,10,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-15.820196,-47.954673,0,2023-09-19 14:59:23,2025-09-18 08:35:24
39,38,GPGYN,GARAGEM DE GOIANIA - GO,Kandango Parceiras,Ponto de Fechamento - 1,0,50,50,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-16.662461,-49.330095,0,2023-09-20 15:23:33,2025-09-17 10:22:14
67,67,GPNAT,GARAGEM NATAL,Kandango Parceiras,Ponto de Fechamento - 1,0,200,200,20,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-5.815859,-35.246111,0,2024-02-02 01:03:56,2025-04-02 17:20:21
41,40,GPREC,GARAGEM DE RECIFE - PE,Kandango Parceiras,Ponto de Fechamento - 1,0,60,60,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-8.072408,-34.986620,0,2023-09-20 15:33:58,2025-09-18 11:30:13
40,39,GPSAO,GARAGEM DE SAO PAULO - SP,Kandango Parceiras,Ponto de Fechamento - 1,0,50,50,10,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-23.515801,-46.700805,0,2023-09-20 15:30:33,2025-09-17 08:28:01
427,402,GR.GRS,GARAGEM DE GUARULHOS - SP,Kandango Parceiras,Ponto de Fechamento - 1,0,230,230,0,Não Informado,0.0,-,F,F,N,F,S,T,T,F,F,F,,-23.489609,-46.557237,0,2025-09-17 13:55:46,2025-09-17 14:20:33
26,25,GRAAL-URA,GRAAL ANTARERS UBERABA - MG,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-19.764209,-47.975107,0,2023-09-20 14:45:10,2025-09-18 09:25:35
152,152,GRAAL67,GRAAL 67 JUNDIAI SP,Kandango Parceiras,Ponto de Controle - 12,0,75,75,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-23.129223,-46.950277,1,2024-10-17 18:10:59,2025-09-17 08:33:22
422,397,GRILLER ,Grill Sul Churrascaria / Leme - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-22.188939,-47.399805,0,2025-09-17 08:42:33,2025-09-26 11:40:34
280,266,GRS,RODOVIARIA DE GUARULHOS - SP,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.448518,-46.496872,0,2025-08-11 15:13:51,2025-08-11 15:13:51
279,265,GTA,RODOVIARIA DE GUARATINGUETA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.819977,-45.195280,0,2025-08-11 15:12:00,2025-09-18 08:12:43
42,41,GTFOR,GARAGEM FORTALEZA - CE,Kandango Parceiras,Ponto de Fechamento - 1,0,35,45,10,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-3.740764,-38.535130,0,2023-09-20 15:38:15,2025-09-19 15:55:54
148,148,GUARA SP,GUARÁ - SP - REST.E GUARA,Kandango Parceiras,Local Não Autorizado - 42,0,200,200,40,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-20.458810,-47.836178,1,2024-10-17 11:46:33,2025-09-17 15:55:01
183,183,GUARANI,GRUPO 2 IRMÃOS DIVISA GO/BA - GUARANI DE GOIAS,Kandango Parceiras,Ponto de Controle - 12,0,200,200,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-14.010551,-46.214533,1,2025-01-03 14:01:54,2025-04-02 17:21:42
277,263,GVS,RODOVIARIA DE GOVERNADOR VALADARES - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-18.859093,-41.946258,0,2025-08-11 15:08:57,2025-09-18 08:13:12
278,264,GVT,RODOVIARIA DE GRAVATA - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.196288,-35.568990,0,2025-08-11 15:10:15,2025-09-18 08:14:04
24,23,GYN,RODOVIARIA DE GOIANIA - GO,Kandango Parceiras,Ponto de Controle - 12,0,130,130,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.659379,-49.259684,0,2023-09-20 14:34:19,2025-09-18 08:15:46
281,267,HDD,RODOVIARIA DE HIDROLANDIA - GO,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.961573,-49.230347,0,2025-08-11 15:14:54,2025-09-18 08:16:53
282,268,IBB,RODOVIARIA DE IBIPEBA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.644014,-42.009144,0,2025-08-11 15:16:53,2025-09-18 08:18:40
58,57,IBM,RODOVIARIA IBOTIRAMA -BA ,Kandango Parceiras,Ponto de Controle - 12,0,50,200,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.181139,-43.207854,0,2023-09-20 16:28:02,2025-09-17 14:12:08
283,269,ICO,RODOVIARIA DE ICO - CE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.406143,-38.863804,0,2025-08-11 15:17:48,2025-09-18 08:20:36
7,6,IEB,RODOVIARIA  ITABERABA - BA ,Kandango Parceiras,Ponto de Controle - 12,0,20,20,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.531134,-40.303805,0,2023-09-20 12:25:48,2025-09-18 09:29:02
284,270,IGA,RODOVIARIA DE IGARAPAVA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-20.043472,-47.762685,0,2025-08-11 15:19:03,2025-09-18 08:22:06
287,273,IIG,RODOVIARIA DE IPATINGA - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-19.480711,-42.523761,0,2025-08-11 15:23:22,2025-09-18 08:23:11
291,277,IJD,RODOVIARIA DE ITAPORANGA DAJUDA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.997016,-37.306490,0,2025-08-11 15:28:48,2025-09-18 08:24:44
